"Regions","CountryCode","Countries","Name","Document","SectorType","Sectors","ITCCode","INTCode" ,"year","counterpart","document_type","itc","start","end","document_description","poverty_reduction","gender","youth","environment","regional_integration","trade_finance","trade_information","quality","tvet","country_owned","trade_promotion","trade_focus","nec","allocated_resources","participatory","update","action_plan","trade_facilitation","sector_category","Downloadable by ITC only","Regional","Link","sme","Innovation_focus","sdg","investment"
"Asia","AFG","Afghanistan","Private Sector Development & Trade Sector Strategy","AFG_08","","","","" ,"2008 ","Islamic Republic of Afghanistan ","National ","false ","2008 ","2013 ","Private Sector Development and Trade is a critical element in the Government’s poverty reduction strategy. This strategy aims to enable the private sector to lead Afghanistan’s development and poverty reduction by building on a market– based system, driven by private sector growth, in which Government is the policy maker and regulator of the economy. To realize this vision, this plan outlines the following initiatives: strengthen the enabling environment for the private sector and mobilize private investment, both domestic and foreign;  privatize state owned enterprises (SOEs);  provide incentives to encourage firms to formalize their operations; and expand access to regional and international markets. ","true ","true ","false ","true ","true ","true ","true ","true ","true ","true ","false ","false ","false ","false ","true ","03 Aug 2016 ","true ","true "," ","true ","false ","http://moec.gov.af/Content/files/Private%20Sector%20Strategy%20%20Development%20-%20English.pdf ","false ","false ","true "
"Asia","AFG","Afghanistan","Country Partnership Strategy (2009-2013) Afghanistan","AFG_04","Service","Transportation","S15","11" ,"2008 ","Asian Development Bank ","Other ","false ","2009 ","2013 ","The Afghanistan country partnership strategy (CPS) 2009–2013 is fully aligned with Afghanistan National Development Strategy’s priorities and planned outcomes. ADB’s CPS focuses on the energy, transportation and communications, and agriculture and natural resources sectors. Its purpose is to further Afghanistan’s economic growth, thus contributing to the country’s economic and social development and poverty reduction. ","true ","true ","false ","true ","true ","false ","false ","false ","true ","false ","false ","false ","false ","true ","true ","04 Jul 2016 ","false ","false "," ","true ","false ","http://www.adb.org/sites/default/files/institutional-document/32267/files/cps-afg-2009-2013.pdf ","false ","false ","false "
"Asia","AFG","Afghanistan","Country Partnership Strategy (2009-2013) Afghanistan","AFG_04","Service","Energy","S7","1.F.j" ,"2008 ","Asian Development Bank ","Other ","false ","2009 ","2013 ","The Afghanistan country partnership strategy (CPS) 2009–2013 is fully aligned with Afghanistan National Development Strategy’s priorities and planned outcomes. ADB’s CPS focuses on the energy, transportation and communications, and agriculture and natural resources sectors. Its purpose is to further Afghanistan’s economic growth, thus contributing to the country’s economic and social development and poverty reduction. ","true ","true ","false ","true ","true ","false ","false ","false ","true ","false ","false ","false ","false ","true ","true ","04 Jul 2016 ","false ","false "," ","true ","false ","http://www.adb.org/sites/default/files/institutional-document/32267/files/cps-afg-2009-2013.pdf ","false ","false ","false "
"Asia","AFG","Afghanistan","Country Partnership Strategy (2009-2013) Afghanistan","AFG_04","Service","Agriculture and natural resources","S12","1.F.f" ,"2008 ","Asian Development Bank ","Other ","false ","2009 ","2013 ","The Afghanistan country partnership strategy (CPS) 2009–2013 is fully aligned with Afghanistan National Development Strategy’s priorities and planned outcomes. ADB’s CPS focuses on the energy, transportation and communications, and agriculture and natural resources sectors. Its purpose is to further Afghanistan’s economic growth, thus contributing to the country’s economic and social development and poverty reduction. ","true ","true ","false ","true ","true ","false ","false ","false ","true ","false ","false ","false ","false ","true ","true ","04 Jul 2016 ","false ","false "," ","true ","false ","http://www.adb.org/sites/default/files/institutional-document/32267/files/cps-afg-2009-2013.pdf ","false ","false ","false "
"Asia","AFG","Afghanistan","UNDAF Afghanistan (2010-2013)","AFG_01","Product","Agriculture","1","0" ,"2009 "," ","UNDAF ","false ","2010 ","2013 ","The United Nations Development Assistance Framework is aligned with the National Development Strategy and with the Millennium Development Goals. It focuses on three main areas of cooperation: 1) governance, peace and stability; 2) sustainable livelihoods: agriculture, food security and income opportunities; 3) basic social services: health, education, water and sanitation. ","true ","true ","true ","true ","true ","true ","false ","false ","true ","true ","false ","false ","false ","false ","true ","03 Aug 2016 ","true ","true "," ","true ","false ","http://www.undp.org/content/dam/afghanistan/docs/UNDAF_AFG_2010-2013.pdf ","false ","false ","true "
"Asia","AFG","Afghanistan","UNDAF Afghanistan (2010-2013)","AFG_01","Service","Education","S8","5" ,"2009 "," ","UNDAF ","false ","2010 ","2013 ","The United Nations Development Assistance Framework is aligned with the National Development Strategy and with the Millennium Development Goals. It focuses on three main areas of cooperation: 1) governance, peace and stability; 2) sustainable livelihoods: agriculture, food security and income opportunities; 3) basic social services: health, education, water and sanitation. ","true ","true ","true ","true ","true ","true ","false ","false ","true ","true ","false ","false ","false ","false ","true ","03 Aug 2016 ","true ","true "," ","true ","false ","http://www.undp.org/content/dam/afghanistan/docs/UNDAF_AFG_2010-2013.pdf ","false ","false ","true "
"Asia","AFG","Afghanistan","UNDAF Afghanistan (2010-2013)","AFG_01","Service","Health","S11","8" ,"2009 "," ","UNDAF ","false ","2010 ","2013 ","The United Nations Development Assistance Framework is aligned with the National Development Strategy and with the Millennium Development Goals. It focuses on three main areas of cooperation: 1) governance, peace and stability; 2) sustainable livelihoods: agriculture, food security and income opportunities; 3) basic social services: health, education, water and sanitation. ","true ","true ","true ","true ","true ","true ","false ","false ","true ","true ","false ","false ","false ","false ","true ","03 Aug 2016 ","true ","true "," ","true ","false ","http://www.undp.org/content/dam/afghanistan/docs/UNDAF_AFG_2010-2013.pdf ","false ","false ","true "
"Asia","AFG","Afghanistan","UNDAF Afghanistan (2010-2013)","AFG_01","Service","Sanitation","S9","6.C" ,"2009 "," ","UNDAF ","false ","2010 ","2013 ","The United Nations Development Assistance Framework is aligned with the National Development Strategy and with the Millennium Development Goals. It focuses on three main areas of cooperation: 1) governance, peace and stability; 2) sustainable livelihoods: agriculture, food security and income opportunities; 3) basic social services: health, education, water and sanitation. ","true ","true ","true ","true ","true ","true ","false ","false ","true ","true ","false ","false ","false ","false ","true ","03 Aug 2016 ","true ","true "," ","true ","false ","http://www.undp.org/content/dam/afghanistan/docs/UNDAF_AFG_2010-2013.pdf ","false ","false ","true "
"Asia","AFG","Afghanistan","Country Partnership Framework: The Islamic Republic of Afghanistan (2017-2020)","636356389079797152_108727-REVISED-PUBLIC-Afghanistan-CPF-27-Oct-final-12082016","Service","Transport","S15","11" ,"2016 ","The World Bank Group ","PRSP ","false ","2017 ","2020 ","This Country Partnership Framework (CPF) covers the four-year period, from FY 2017 through FY 2020. The CPF sets out a medium-term strategic framework that is intended to be flexible and responsive to the rapidly evolving situation in Afghanistan. It is aligned with country priorities as outlined in the government’s “Realizing Self-Reliance: Commitments to Reforms and Renewed Partnership” paper presented to the London Afghanistan Conference in December 2014 and draft National Peace and Development Framework (ANPDF). It is based on the findings and recommendations of the Systematic Country Diagnostic (SCD), which was completed in February 2016. ","true ","true ","true ","false ","false ","true ","false ","false ","false ","false ","false ","false ","false ","false ","false ","14 Jul 2017 ","true ","true "," ","true ","false ","http://documents.worldbank.org/curated/en/163401481660770129/pdf/108727-REVISED-PUBLIC-Afghanistan-CPF-27-Oct-final-12082016.pdf ","true ","false ","false "
"Asia","AFG","Afghanistan","Country Partnership Framework: The Islamic Republic of Afghanistan (2017-2020)","636356389079797152_108727-REVISED-PUBLIC-Afghanistan-CPF-27-Oct-final-12082016","Service","Power Generation","S7","1.F.j" ,"2016 ","The World Bank Group ","PRSP ","false ","2017 ","2020 ","This Country Partnership Framework (CPF) covers the four-year period, from FY 2017 through FY 2020. The CPF sets out a medium-term strategic framework that is intended to be flexible and responsive to the rapidly evolving situation in Afghanistan. It is aligned with country priorities as outlined in the government’s “Realizing Self-Reliance: Commitments to Reforms and Renewed Partnership” paper presented to the London Afghanistan Conference in December 2014 and draft National Peace and Development Framework (ANPDF). It is based on the findings and recommendations of the Systematic Country Diagnostic (SCD), which was completed in February 2016. ","true ","true ","true ","false ","false ","true ","false ","false ","false ","false ","false ","false ","false ","false ","false ","14 Jul 2017 ","true ","true "," ","true ","false ","http://documents.worldbank.org/curated/en/163401481660770129/pdf/108727-REVISED-PUBLIC-Afghanistan-CPF-27-Oct-final-12082016.pdf ","true ","false ","false "
